Violent crime rate,Murder rate,Rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny theft rate,Motor vehicle theft rate
366.00,5.00,26.00,102.00,233.00,2596.00,543.00,1837.00,216.00
